1.303499937057495117e+00 0.000000000000000000e+00
1.310500025749206543e+00 1.000000000000000056e-01
1.317499995231628418e+00 0.000000000000000000e+00
1.324499964714050293e+00 0.000000000000000000e+00
1.331500053405761719e+00 0.000000000000000000e+00
1.338500022888183594e+00 1.000000000000000056e-01
1.345499992370605469e+00 1.000000000000000056e-01
1.352499961853027344e+00 2.999999999999999889e-01
1.359499931335449219e+00 2.500000000000000000e-01
1.366500020027160645e+00 2.500000000000000000e-01
1.373499989509582520e+00 6.999999999999999556e-01
1.380499958992004395e+00 1.699999999999999956e+00
1.387500047683715820e+00 2.399999999999999911e+00
1.394500017166137695e+00 2.850000000000000089e+00
1.401499986648559570e+00 5.700000000000000178e+00
1.408499956130981445e+00 8.250000000000000000e+00
1.415499925613403320e+00 2.319999999999999929e+01
1.422500014305114746e+00 1.565000000000000036e+01
1.429499983787536621e+00 1.905000000000000071e+01
1.436500072479248047e+00 2.355000000000000071e+01
1.443500041961669922e+00 2.760000000000000142e+01
1.450500011444091797e+00 2.660000000000000142e+01
1.457499980926513672e+00 3.069999999999999929e+01
1.464499950408935547e+00 2.794999999999999929e+01
1.471500039100646973e+00 2.550000000000000000e+01
1.478500008583068848e+00 2.814999999999999858e+01
1.485499978065490723e+00 2.264999999999999858e+01
1.492500066757202148e+00 2.430000000000000071e+01
1.499500036239624023e+00 2.230000000000000071e+01
1.506500005722045898e+00 1.864999999999999858e+01
1.513499975204467773e+00 2.150000000000000000e+01
1.520499944686889648e+00 1.969999999999999929e+01
1.527500033378601074e+00 1.885000000000000142e+01
1.534500002861022949e+00 1.755000000000000071e+01
1.541499972343444824e+00 1.755000000000000071e+01
1.548500061035156250e+00 1.569999999999999929e+01
1.555500030517578125e+00 1.375000000000000000e+01
1.562500000000000000e+00 1.305000000000000071e+01
1.569499969482421875e+00 1.265000000000000036e+01
1.576499938964843750e+00 1.125000000000000000e+01
1.583500027656555176e+00 1.169999999999999929e+01
1.590499997138977051e+00 1.219999999999999929e+01
1.597499966621398926e+00 1.065000000000000036e+01
1.604500055313110352e+00 9.849999999999999645e+00
1.611500024795532227e+00 1.044999999999999929e+01
1.618499994277954102e+00 1.090000000000000036e+01
1.625499963760375977e+00 1.005000000000000071e+01
1.632499933242797852e+00 1.069999999999999929e+01
1.639500021934509277e+00 1.115000000000000036e+01
1.646499991416931152e+00 1.159999999999999964e+01
